Date Key,Calender Date Start,Calender Date End,Weekday Number,Day,Day Abbreviated,Day Of Month,Is Weekend,Is Weekday,Month Of Year,Month,Month Abbreviated,Year
3997,11/12/2003 00:00,11/12/2003 23:59,4,Thursday,Thu,11,0,1,12,December,Dec,2003
3998,12/12/2003 00:00,12/12/2003 23:59,5,Friday,Fri,12,0,1,12,December,Dec,2003
3999,13/12/2003 00:00,13/12/2003 23:59,6,Saturday,Sat,13,1,0,12,December,Dec,2003
4000,14/12/2003 00:00,14/12/2003 23:59,0,Sunday,Sun,14,1,0,12,December,Dec,2003
4001,15/12/2003 00:00,15/12/2003 23:59,1,Monday,Mon,15,0,1,12,December,Dec,2003
4002,16/12/2003 00:00,16/12/2003 23:59,2,Tuesday,Tue,16,0,1,12,December,Dec,2003
4003,17/12/2003 00:00,17/12/2003 23:59,3,Wednesday,Wed,17,0,1,12,December,Dec,2003
4004,18/12/2003 00:00,18/12/2003 23:59,4,Thursday,Thu,18,0,1,12,December,Dec,2003
4005,19/12/2003 00:00,19/12/2003 23:59,5,Friday,Fri,19,0,1,12,December,Dec,2003
4006,20/12/2003 00:00,20/12/2003 23:59,6,Saturday,Sat,20,1,0,12,December,Dec,2003
4007,21/12/2003 00:00,21/12/2003 23:59,0,Sunday,Sun,21,1,0,12,December,Dec,2003
4008,22/12/2003 00:00,22/12/2003 23:59,1,Monday,Mon,22,0,1,12,December,Dec,2003
4009,23/12/2003 00:00,23/12/2003 23:59,2,Tuesday,Tue,23,0,1,12,December,Dec,2003
4010,24/12/2003 00:00,24/12/2003 23:59,3,Wednesday,Wed,24,0,1,12,December,Dec,2003
4011,25/12/2003 00:00,25/12/2003 23:59,4,Thursday,Thu,25,0,1,12,December,Dec,2003
4012,26/12/2003 00:00,26/12/2003 23:59,5,Friday,Fri,26,0,1,12,December,Dec,2003
4013,27/12/2003 00:00,27/12/2003 23:59,6,Saturday,Sat,27,1,0,12,December,Dec,2003
4014,28/12/2003 00:00,28/12/2003 23:59,0,Sunday,Sun,28,1,0,12,December,Dec,2003
4015,29/12/2003 00:00,29/12/2003 23:59,1,Monday,Mon,29,0,1,12,December,Dec,2003
4016,30/12/2003 00:00,30/12/2003 23:59,2,Tuesday,Tue,30,0,1,12,December,Dec,2003
4017,31/12/2003 00:00,31/12/2003 23:59,3,Wednesday,Wed,31,0,1,12,December,Dec,2003
4018,01/01/2004 00:00,01/01/2004 23:59,4,Thursday,Thu,1,0,1,1,January,Jan,2004
4019,02/01/2004 00:00,02/01/2004 23:59,5,Friday,Fri,2,0,1,1,January,Jan,2004
4020,03/01/2004 00:00,03/01/2004 23:59,6,Saturday,Sat,3,1,0,1,January,Jan,2004
4021,04/01/2004 00:00,04/01/2004 23:59,0,Sunday,Sun,4,1,0,1,January,Jan,2004
4022,05/01/2004 00:00,05/01/2004 23:59,1,Monday,Mon,5,0,1,1,January,Jan,2004
4023,06/01/2004 00:00,06/01/2004 23:59,2,Tuesday,Tue,6,0,1,1,January,Jan,2004
4024,07/01/2004 00:00,07/01/2004 23:59,3,Wednesday,Wed,7,0,1,1,January,Jan,2004
4025,08/01/2004 00:00,08/01/2004 23:59,4,Thursday,Thu,8,0,1,1,January,Jan,2004
4026,09/01/2004 00:00,09/01/2004 23:59,5,Friday,Fri,9,0,1,1,January,Jan,2004
4027,10/01/2004 00:00,10/01/2004 23:59,6,Saturday,Sat,10,1,0,1,January,Jan,2004
4028,11/01/2004 00:00,11/01/2004 23:59,0,Sunday,Sun,11,1,0,1,January,Jan,2004
4029,12/01/2004 00:00,12/01/2004 23:59,1,Monday,Mon,12,0,1,1,January,Jan,2004
4030,13/01/2004 00:00,13/01/2004 23:59,2,Tuesday,Tue,13,0,1,1,January,Jan,2004
4031,14/01/2004 00:00,14/01/2004 23:59,3,Wednesday,Wed,14,0,1,1,January,Jan,2004
4032,15/01/2004 00:00,15/01/2004 23:59,4,Thursday,Thu,15,0,1,1,January,Jan,2004
4033,16/01/2004 00:00,16/01/2004 23:59,5,Friday,Fri,16,0,1,1,January,Jan,2004
4034,17/01/2004 00:00,17/01/2004 23:59,6,Saturday,Sat,17,1,0,1,January,Jan,2004
4035,18/01/2004 00:00,18/01/2004 23:59,0,Sunday,Sun,18,1,0,1,January,Jan,2004
4036,19/01/2004 00:00,19/01/2004 23:59,1,Monday,Mon,19,0,1,1,January,Jan,2004
4037,20/01/2004 00:00,20/01/2004 23:59,2,Tuesday,Tue,20,0,1,1,January,Jan,2004
4038,21/01/2004 00:00,21/01/2004 23:59,3,Wednesday,Wed,21,0,1,1,January,Jan,2004
4039,22/01/2004 00:00,22/01/2004 23:59,4,Thursday,Thu,22,0,1,1,January,Jan,2004
4040,23/01/2004 00:00,23/01/2004 23:59,5,Friday,Fri,23,0,1,1,January,Jan,2004
4041,24/01/2004 00:00,24/01/2004 23:59,6,Saturday,Sat,24,1,0,1,January,Jan,2004
4042,25/01/2004 00:00,25/01/2004 23:59,0,Sunday,Sun,25,1,0,1,January,Jan,2004
4043,26/01/2004 00:00,26/01/2004 23:59,1,Monday,Mon,26,0,1,1,January,Jan,2004
4044,27/01/2004 00:00,27/01/2004 23:59,2,Tuesday,Tue,27,0,1,1,January,Jan,2004
4045,28/01/2004 00:00,28/01/2004 23:59,3,Wednesday,Wed,28,0,1,1,January,Jan,2004
4046,29/01/2004 00:00,29/01/2004 23:59,4,Thursday,Thu,29,0,1,1,January,Jan,2004
4047,30/01/2004 00:00,30/01/2004 23:59,5,Friday,Fri,30,0,1,1,January,Jan,2004
4048,31/01/2004 00:00,31/01/2004 23:59,6,Saturday,Sat,31,1,0,1,January,Jan,2004
4049,01/02/2004 00:00,01/02/2004 23:59,0,Sunday,Sun,1,1,0,2,February,Feb,2004
4050,02/02/2004 00:00,02/02/2004 23:59,1,Monday,Mon,2,0,1,2,February,Feb,2004
4051,03/02/2004 00:00,03/02/2004 23:59,2,Tuesday,Tue,3,0,1,2,February,Feb,2004
4052,04/02/2004 00:00,04/02/2004 23:59,3,Wednesday,Wed,4,0,1,2,February,Feb,2004
4053,05/02/2004 00:00,05/02/2004 23:59,4,Thursday,Thu,5,0,1,2,February,Feb,2004
4054,06/02/2004 00:00,06/02/2004 23:59,5,Friday,Fri,6,0,1,2,February,Feb,2004
4055,07/02/2004 00:00,07/02/2004 23:59,6,Saturday,Sat,7,1,0,2,February,Feb,2004
4056,08/02/2004 00:00,08/02/2004 23:59,0,Sunday,Sun,8,1,0,2,February,Feb,2004
4057,09/02/2004 00:00,09/02/2004 23:59,1,Monday,Mon,9,0,1,2,February,Feb,2004
4058,10/02/2004 00:00,10/02/2004 23:59,2,Tuesday,Tue,10,0,1,2,February,Feb,2004
4059,11/02/2004 00:00,11/02/2004 23:59,3,Wednesday,Wed,11,0,1,2,February,Feb,2004
4060,12/02/2004 00:00,12/02/2004 23:59,4,Thursday,Thu,12,0,1,2,February,Feb,2004
4061,13/02/2004 00:00,13/02/2004 23:59,5,Friday,Fri,13,0,1,2,February,Feb,2004
4062,14/02/2004 00:00,14/02/2004 23:59,6,Saturday,Sat,14,1,0,2,February,Feb,2004
4063,15/02/2004 00:00,15/02/2004 23:59,0,Sunday,Sun,15,1,0,2,February,Feb,2004
4064,16/02/2004 00:00,16/02/2004 23:59,1,Monday,Mon,16,0,1,2,February,Feb,2004
4065,17/02/2004 00:00,17/02/2004 23:59,2,Tuesday,Tue,17,0,1,2,February,Feb,2004
4066,18/02/2004 00:00,18/02/2004 23:59,3,Wednesday,Wed,18,0,1,2,February,Feb,2004
4067,19/02/2004 00:00,19/02/2004 23:59,4,Thursday,Thu,19,0,1,2,February,Feb,2004
4068,20/02/2004 00:00,20/02/2004 23:59,5,Friday,Fri,20,0,1,2,February,Feb,2004
4069,21/02/2004 00:00,21/02/2004 23:59,6,Saturday,Sat,21,1,0,2,February,Feb,2004
4070,22/02/2004 00:00,22/02/2004 23:59,0,Sunday,Sun,22,1,0,2,February,Feb,2004
4071,23/02/2004 00:00,23/02/2004 23:59,1,Monday,Mon,23,0,1,2,February,Feb,2004
4072,24/02/2004 00:00,24/02/2004 23:59,2,Tuesday,Tue,24,0,1,2,February,Feb,2004
4073,25/02/2004 00:00,25/02/2004 23:59,3,Wednesday,Wed,25,0,1,2,February,Feb,2004
4074,26/02/2004 00:00,26/02/2004 23:59,4,Thursday,Thu,26,0,1,2,February,Feb,2004
4075,27/02/2004 00:00,27/02/2004 23:59,5,Friday,Fri,27,0,1,2,February,Feb,2004
4076,28/02/2004 00:00,28/02/2004 23:59,6,Saturday,Sat,28,1,0,2,February,Feb,2004
4077,29/02/2004 00:00,29/02/2004 23:59,0,Sunday,Sun,29,1,0,2,February,Feb,2004
4078,01/03/2004 00:00,01/03/2004 23:59,1,Monday,Mon,1,0,1,3,March,Mar,2004
4079,02/03/2004 00:00,02/03/2004 23:59,2,Tuesday,Tue,2,0,1,3,March,Mar,2004
4080,03/03/2004 00:00,03/03/2004 23:59,3,Wednesday,Wed,3,0,1,3,March,Mar,2004
4081,04/03/2004 00:00,04/03/2004 23:59,4,Thursday,Thu,4,0,1,3,March,Mar,2004
4082,05/03/2004 00:00,05/03/2004 23:59,5,Friday,Fri,5,0,1,3,March,Mar,2004
4083,06/03/2004 00:00,06/03/2004 23:59,6,Saturday,Sat,6,1,0,3,March,Mar,2004
4084,07/03/2004 00:00,07/03/2004 23:59,0,Sunday,Sun,7,1,0,3,March,Mar,2004
4085,08/03/2004 00:00,08/03/2004 23:59,1,Monday,Mon,8,0,1,3,March,Mar,2004
4086,09/03/2004 00:00,09/03/2004 23:59,2,Tuesday,Tue,9,0,1,3,March,Mar,2004
4087,10/03/2004 00:00,10/03/2004 23:59,3,Wednesday,Wed,10,0,1,3,March,Mar,2004
4088,11/03/2004 00:00,11/03/2004 23:59,4,Thursday,Thu,11,0,1,3,March,Mar,2004
4089,12/03/2004 00:00,12/03/2004 23:59,5,Friday,Fri,12,0,1,3,March,Mar,2004
4090,13/03/2004 00:00,13/03/2004 23:59,6,Saturday,Sat,13,1,0,3,March,Mar,2004
4091,14/03/2004 00:00,14/03/2004 23:59,0,Sunday,Sun,14,1,0,3,March,Mar,2004
4092,15/03/2004 00:00,15/03/2004 23:59,1,Monday,Mon,15,0,1,3,March,Mar,2004
4093,16/03/2004 00:00,16/03/2004 23:59,2,Tuesday,Tue,16,0,1,3,March,Mar,2004
4094,17/03/2004 00:00,17/03/2004 23:59,3,Wednesday,Wed,17,0,1,3,March,Mar,2004
4095,18/03/2004 00:00,18/03/2004 23:59,4,Thursday,Thu,18,0,1,3,March,Mar,2004
4096,19/03/2004 00:00,19/03/2004 23:59,5,Friday,Fri,19,0,1,3,March,Mar,2004
4097,20/03/2004 00:00,20/03/2004 23:59,6,Saturday,Sat,20,1,0,3,March,Mar,2004
4098,21/03/2004 00:00,21/03/2004 23:59,0,Sunday,Sun,21,1,0,3,March,Mar,2004
4099,22/03/2004 00:00,22/03/2004 23:59,1,Monday,Mon,22,0,1,3,March,Mar,2004
4100,23/03/2004 00:00,23/03/2004 23:59,2,Tuesday,Tue,23,0,1,3,March,Mar,2004
4101,24/03/2004 00:00,24/03/2004 23:59,3,Wednesday,Wed,24,0,1,3,March,Mar,2004
4102,25/03/2004 00:00,25/03/2004 23:59,4,Thursday,Thu,25,0,1,3,March,Mar,2004
4103,26/03/2004 00:00,26/03/2004 23:59,5,Friday,Fri,26,0,1,3,March,Mar,2004
4104,27/03/2004 00:00,27/03/2004 23:59,6,Saturday,Sat,27,1,0,3,March,Mar,2004
4105,28/03/2004 00:00,28/03/2004 23:59,0,Sunday,Sun,28,1,0,3,March,Mar,2004
4106,29/03/2004 00:00,29/03/2004 23:59,1,Monday,Mon,29,0,1,3,March,Mar,2004
4107,30/03/2004 00:00,30/03/2004 23:59,2,Tuesday,Tue,30,0,1,3,March,Mar,2004
4108,31/03/2004 00:00,31/03/2004 23:59,3,Wednesday,Wed,31,0,1,3,March,Mar,2004
4109,01/04/2004 00:00,01/04/2004 23:59,4,Thursday,Thu,1,0,1,4,April,Apr,2004
4110,02/04/2004 00:00,02/04/2004 23:59,5,Friday,Fri,2,0,1,4,April,Apr,2004
4111,03/04/2004 00:00,03/04/2004 23:59,6,Saturday,Sat,3,1,0,4,April,Apr,2004
4112,04/04/2004 00:00,04/04/2004 23:59,0,Sunday,Sun,4,1,0,4,April,Apr,2004
4113,05/04/2004 00:00,05/04/2004 23:59,1,Monday,Mon,5,0,1,4,April,Apr,2004
4114,06/04/2004 00:00,06/04/2004 23:59,2,Tuesday,Tue,6,0,1,4,April,Apr,2004
4115,07/04/2004 00:00,07/04/2004 23:59,3,Wednesday,Wed,7,0,1,4,April,Apr,2004
4116,08/04/2004 00:00,08/04/2004 23:59,4,Thursday,Thu,8,0,1,4,April,Apr,2004
4117,09/04/2004 00:00,09/04/2004 23:59,5,Friday,Fri,9,0,1,4,April,Apr,2004
4118,10/04/2004 00:00,10/04/2004 23:59,6,Saturday,Sat,10,1,0,4,April,Apr,2004
4119,11/04/2004 00:00,11/04/2004 23:59,0,Sunday,Sun,11,1,0,4,April,Apr,2004
4120,12/04/2004 00:00,12/04/2004 23:59,1,Monday,Mon,12,0,1,4,April,Apr,2004
4121,13/04/2004 00:00,13/04/2004 23:59,2,Tuesday,Tue,13,0,1,4,April,Apr,2004
4122,14/04/2004 00:00,14/04/2004 23:59,3,Wednesday,Wed,14,0,1,4,April,Apr,2004
4123,15/04/2004 00:00,15/04/2004 23:59,4,Thursday,Thu,15,0,1,4,April,Apr,2004
4124,16/04/2004 00:00,16/04/2004 23:59,5,Friday,Fri,16,0,1,4,April,Apr,2004
4125,17/04/2004 00:00,17/04/2004 23:59,6,Saturday,Sat,17,1,0,4,April,Apr,2004
4126,18/04/2004 00:00,18/04/2004 23:59,0,Sunday,Sun,18,1,0,4,April,Apr,2004
4127,19/04/2004 00:00,19/04/2004 23:59,1,Monday,Mon,19,0,1,4,April,Apr,2004
4128,20/04/2004 00:00,20/04/2004 23:59,2,Tuesday,Tue,20,0,1,4,April,Apr,2004
4129,21/04/2004 00:00,21/04/2004 23:59,3,Wednesday,Wed,21,0,1,4,April,Apr,2004
4130,22/04/2004 00:00,22/04/2004 23:59,4,Thursday,Thu,22,0,1,4,April,Apr,2004
4131,23/04/2004 00:00,23/04/2004 23:59,5,Friday,Fri,23,0,1,4,April,Apr,2004
4132,24/04/2004 00:00,24/04/2004 23:59,6,Saturday,Sat,24,1,0,4,April,Apr,2004
4133,25/04/2004 00:00,25/04/2004 23:59,0,Sunday,Sun,25,1,0,4,April,Apr,2004
4134,26/04/2004 00:00,26/04/2004 23:59,1,Monday,Mon,26,0,1,4,April,Apr,2004
4135,27/04/2004 00:00,27/04/2004 23:59,2,Tuesday,Tue,27,0,1,4,April,Apr,2004
4136,28/04/2004 00:00,28/04/2004 23:59,3,Wednesday,Wed,28,0,1,4,April,Apr,2004
4137,29/04/2004 00:00,29/04/2004 23:59,4,Thursday,Thu,29,0,1,4,April,Apr,2004
4138,30/04/2004 00:00,30/04/2004 23:59,5,Friday,Fri,30,0,1,4,April,Apr,2004
4139,01/05/2004 00:00,01/05/2004 23:59,6,Saturday,Sat,1,1,0,5,May,May,2004
4140,02/05/2004 00:00,02/05/2004 23:59,0,Sunday,Sun,2,1,0,5,May,May,2004
4141,03/05/2004 00:00,03/05/2004 23:59,1,Monday,Mon,3,0,1,5,May,May,2004
4142,04/05/2004 00:00,04/05/2004 23:59,2,Tuesday,Tue,4,0,1,5,May,May,2004
4143,05/05/2004 00:00,05/05/2004 23:59,3,Wednesday,Wed,5,0,1,5,May,May,2004
4144,06/05/2004 00:00,06/05/2004 23:59,4,Thursday,Thu,6,0,1,5,May,May,2004
4145,07/05/2004 00:00,07/05/2004 23:59,5,Friday,Fri,7,0,1,5,May,May,2004
4146,08/05/2004 00:00,08/05/2004 23:59,6,Saturday,Sat,8,1,0,5,May,May,2004
4147,09/05/2004 00:00,09/05/2004 23:59,0,Sunday,Sun,9,1,0,5,May,May,2004
4148,10/05/2004 00:00,10/05/2004 23:59,1,Monday,Mon,10,0,1,5,May,May,2004
4149,11/05/2004 00:00,11/05/2004 23:59,2,Tuesday,Tue,11,0,1,5,May,May,2004
4150,12/05/2004 00:00,12/05/2004 23:59,3,Wednesday,Wed,12,0,1,5,May,May,2004
4151,13/05/2004 00:00,13/05/2004 23:59,4,Thursday,Thu,13,0,1,5,May,May,2004
4152,14/05/2004 00:00,14/05/2004 23:59,5,Friday,Fri,14,0,1,5,May,May,2004
4153,15/05/2004 00:00,15/05/2004 23:59,6,Saturday,Sat,15,1,0,5,May,May,2004
4154,16/05/2004 00:00,16/05/2004 23:59,0,Sunday,Sun,16,1,0,5,May,May,2004
4155,17/05/2004 00:00,17/05/2004 23:59,1,Monday,Mon,17,0,1,5,May,May,2004
4156,18/05/2004 00:00,18/05/2004 23:59,2,Tuesday,Tue,18,0,1,5,May,May,2004
4157,19/05/2004 00:00,19/05/2004 23:59,3,Wednesday,Wed,19,0,1,5,May,May,2004
4158,20/05/2004 00:00,20/05/2004 23:59,4,Thursday,Thu,20,0,1,5,May,May,2004
4159,21/05/2004 00:00,21/05/2004 23:59,5,Friday,Fri,21,0,1,5,May,May,2004
4160,22/05/2004 00:00,22/05/2004 23:59,6,Saturday,Sat,22,1,0,5,May,May,2004
4161,23/05/2004 00:00,23/05/2004 23:59,0,Sunday,Sun,23,1,0,5,May,May,2004
4162,24/05/2004 00:00,24/05/2004 23:59,1,Monday,Mon,24,0,1,5,May,May,2004
4163,25/05/2004 00:00,25/05/2004 23:59,2,Tuesday,Tue,25,0,1,5,May,May,2004
4164,26/05/2004 00:00,26/05/2004 23:59,3,Wednesday,Wed,26,0,1,5,May,May,2004
4165,27/05/2004 00:00,27/05/2004 23:59,4,Thursday,Thu,27,0,1,5,May,May,2004
4166,28/05/2004 00:00,28/05/2004 23:59,5,Friday,Fri,28,0,1,5,May,May,2004
4167,29/05/2004 00:00,29/05/2004 23:59,6,Saturday,Sat,29,1,0,5,May,May,2004
4168,30/05/2004 00:00,30/05/2004 23:59,0,Sunday,Sun,30,1,0,5,May,May,2004
4169,31/05/2004 00:00,31/05/2004 23:59,1,Monday,Mon,31,0,1,5,May,May,2004
4170,01/06/2004 00:00,01/06/2004 23:59,2,Tuesday,Tue,1,0,1,6,June,Jun,2004
4171,02/06/2004 00:00,02/06/2004 23:59,3,Wednesday,Wed,2,0,1,6,June,Jun,2004
4172,03/06/2004 00:00,03/06/2004 23:59,4,Thursday,Thu,3,0,1,6,June,Jun,2004
4173,04/06/2004 00:00,04/06/2004 23:59,5,Friday,Fri,4,0,1,6,June,Jun,2004
4174,05/06/2004 00:00,05/06/2004 23:59,6,Saturday,Sat,5,1,0,6,June,Jun,2004
4175,06/06/2004 00:00,06/06/2004 23:59,0,Sunday,Sun,6,1,0,6,June,Jun,2004
4176,07/06/2004 00:00,07/06/2004 23:59,1,Monday,Mon,7,0,1,6,June,Jun,2004
4177,08/06/2004 00:00,08/06/2004 23:59,2,Tuesday,Tue,8,0,1,6,June,Jun,2004
4178,09/06/2004 00:00,09/06/2004 23:59,3,Wednesday,Wed,9,0,1,6,June,Jun,2004
4179,10/06/2004 00:00,10/06/2004 23:59,4,Thursday,Thu,10,0,1,6,June,Jun,2004
4180,11/06/2004 00:00,11/06/2004 23:59,5,Friday,Fri,11,0,1,6,June,Jun,2004
4181,12/06/2004 00:00,12/06/2004 23:59,6,Saturday,Sat,12,1,0,6,June,Jun,2004
4182,13/06/2004 00:00,13/06/2004 23:59,0,Sunday,Sun,13,1,0,6,June,Jun,2004
4183,14/06/2004 00:00,14/06/2004 23:59,1,Monday,Mon,14,0,1,6,June,Jun,2004
4184,15/06/2004 00:00,15/06/2004 23:59,2,Tuesday,Tue,15,0,1,6,June,Jun,2004
4185,16/06/2004 00:00,16/06/2004 23:59,3,Wednesday,Wed,16,0,1,6,June,Jun,2004
4186,17/06/2004 00:00,17/06/2004 23:59,4,Thursday,Thu,17,0,1,6,June,Jun,2004
4187,18/06/2004 00:00,18/06/2004 23:59,5,Friday,Fri,18,0,1,6,June,Jun,2004
4188,19/06/2004 00:00,19/06/2004 23:59,6,Saturday,Sat,19,1,0,6,June,Jun,2004
4189,20/06/2004 00:00,20/06/2004 23:59,0,Sunday,Sun,20,1,0,6,June,Jun,2004
4190,21/06/2004 00:00,21/06/2004 23:59,1,Monday,Mon,21,0,1,6,June,Jun,2004
4191,22/06/2004 00:00,22/06/2004 23:59,2,Tuesday,Tue,22,0,1,6,June,Jun,2004
4192,23/06/2004 00:00,23/06/2004 23:59,3,Wednesday,Wed,23,0,1,6,June,Jun,2004
4193,24/06/2004 00:00,24/06/2004 23:59,4,Thursday,Thu,24,0,1,6,June,Jun,2004
4194,25/06/2004 00:00,25/06/2004 23:59,5,Friday,Fri,25,0,1,6,June,Jun,2004
4195,26/06/2004 00:00,26/06/2004 23:59,6,Saturday,Sat,26,1,0,6,June,Jun,2004
4196,27/06/2004 00:00,27/06/2004 23:59,0,Sunday,Sun,27,1,0,6,June,Jun,2004
4197,28/06/2004 00:00,28/06/2004 23:59,1,Monday,Mon,28,0,1,6,June,Jun,2004
4198,29/06/2004 00:00,29/06/2004 23:59,2,Tuesday,Tue,29,0,1,6,June,Jun,2004
4199,30/06/2004 00:00,30/06/2004 23:59,3,Wednesday,Wed,30,0,1,6,June,Jun,2004
4200,01/07/2004 00:00,01/07/2004 23:59,4,Thursday,Thu,1,0,1,7,July,Jul,2004
4201,02/07/2004 00:00,02/07/2004 23:59,5,Friday,Fri,2,0,1,7,July,Jul,2004
4202,03/07/2004 00:00,03/07/2004 23:59,6,Saturday,Sat,3,1,0,7,July,Jul,2004
4203,04/07/2004 00:00,04/07/2004 23:59,0,Sunday,Sun,4,1,0,7,July,Jul,2004
4204,05/07/2004 00:00,05/07/2004 23:59,1,Monday,Mon,5,0,1,7,July,Jul,2004
4205,06/07/2004 00:00,06/07/2004 23:59,2,Tuesday,Tue,6,0,1,7,July,Jul,2004
4206,07/07/2004 00:00,07/07/2004 23:59,3,Wednesday,Wed,7,0,1,7,July,Jul,2004
4207,08/07/2004 00:00,08/07/2004 23:59,4,Thursday,Thu,8,0,1,7,July,Jul,2004
4208,09/07/2004 00:00,09/07/2004 23:59,5,Friday,Fri,9,0,1,7,July,Jul,2004
4209,10/07/2004 00:00,10/07/2004 23:59,6,Saturday,Sat,10,1,0,7,July,Jul,2004
4210,11/07/2004 00:00,11/07/2004 23:59,0,Sunday,Sun,11,1,0,7,July,Jul,2004
4211,12/07/2004 00:00,12/07/2004 23:59,1,Monday,Mon,12,0,1,7,July,Jul,2004
4212,13/07/2004 00:00,13/07/2004 23:59,2,Tuesday,Tue,13,0,1,7,July,Jul,2004
4213,14/07/2004 00:00,14/07/2004 23:59,3,Wednesday,Wed,14,0,1,7,July,Jul,2004
4214,15/07/2004 00:00,15/07/2004 23:59,4,Thursday,Thu,15,0,1,7,July,Jul,2004
4215,16/07/2004 00:00,16/07/2004 23:59,5,Friday,Fri,16,0,1,7,July,Jul,2004
4216,17/07/2004 00:00,17/07/2004 23:59,6,Saturday,Sat,17,1,0,7,July,Jul,2004
4217,18/07/2004 00:00,18/07/2004 23:59,0,Sunday,Sun,18,1,0,7,July,Jul,2004
4218,19/07/2004 00:00,19/07/2004 23:59,1,Monday,Mon,19,0,1,7,July,Jul,2004
4219,20/07/2004 00:00,20/07/2004 23:59,2,Tuesday,Tue,20,0,1,7,July,Jul,2004
4220,21/07/2004 00:00,21/07/2004 23:59,3,Wednesday,Wed,21,0,1,7,July,Jul,2004
4221,22/07/2004 00:00,22/07/2004 23:59,4,Thursday,Thu,22,0,1,7,July,Jul,2004
4222,23/07/2004 00:00,23/07/2004 23:59,5,Friday,Fri,23,0,1,7,July,Jul,2004
4223,24/07/2004 00:00,24/07/2004 23:59,6,Saturday,Sat,24,1,0,7,July,Jul,2004
4224,25/07/2004 00:00,25/07/2004 23:59,0,Sunday,Sun,25,1,0,7,July,Jul,2004
4225,26/07/2004 00:00,26/07/2004 23:59,1,Monday,Mon,26,0,1,7,July,Jul,2004
4226,27/07/2004 00:00,27/07/2004 23:59,2,Tuesday,Tue,27,0,1,7,July,Jul,2004
4227,28/07/2004 00:00,28/07/2004 23:59,3,Wednesday,Wed,28,0,1,7,July,Jul,2004
4228,29/07/2004 00:00,29/07/2004 23:59,4,Thursday,Thu,29,0,1,7,July,Jul,2004
4229,30/07/2004 00:00,30/07/2004 23:59,5,Friday,Fri,30,0,1,7,July,Jul,2004
4230,31/07/2004 00:00,31/07/2004 23:59,6,Saturday,Sat,31,1,0,7,July,Jul,2004
4231,01/08/2004 00:00,01/08/2004 23:59,0,Sunday,Sun,1,1,0,8,August,Aug,2004
4232,02/08/2004 00:00,02/08/2004 23:59,1,Monday,Mon,2,0,1,8,August,Aug,2004
4233,03/08/2004 00:00,03/08/2004 23:59,2,Tuesday,Tue,3,0,1,8,August,Aug,2004
4234,04/08/2004 00:00,04/08/2004 23:59,3,Wednesday,Wed,4,0,1,8,August,Aug,2004
4235,05/08/2004 00:00,05/08/2004 23:59,4,Thursday,Thu,5,0,1,8,August,Aug,2004
4236,06/08/2004 00:00,06/08/2004 23:59,5,Friday,Fri,6,0,1,8,August,Aug,2004
4237,07/08/2004 00:00,07/08/2004 23:59,6,Saturday,Sat,7,1,0,8,August,Aug,2004
4238,08/08/2004 00:00,08/08/2004 23:59,0,Sunday,Sun,8,1,0,8,August,Aug,2004
4239,09/08/2004 00:00,09/08/2004 23:59,1,Monday,Mon,9,0,1,8,August,Aug,2004
4240,10/08/2004 00:00,10/08/2004 23:59,2,Tuesday,Tue,10,0,1,8,August,Aug,2004
4241,11/08/2004 00:00,11/08/2004 23:59,3,Wednesday,Wed,11,0,1,8,August,Aug,2004
4242,12/08/2004 00:00,12/08/2004 23:59,4,Thursday,Thu,12,0,1,8,August,Aug,2004
4243,13/08/2004 00:00,13/08/2004 23:59,5,Friday,Fri,13,0,1,8,August,Aug,2004
4244,14/08/2004 00:00,14/08/2004 23:59,6,Saturday,Sat,14,1,0,8,August,Aug,2004
4245,15/08/2004 00:00,15/08/2004 23:59,0,Sunday,Sun,15,1,0,8,August,Aug,2004
4246,16/08/2004 00:00,16/08/2004 23:59,1,Monday,Mon,16,0,1,8,August,Aug,2004
4247,17/08/2004 00:00,17/08/2004 23:59,2,Tuesday,Tue,17,0,1,8,August,Aug,2004
4248,18/08/2004 00:00,18/08/2004 23:59,3,Wednesday,Wed,18,0,1,8,August,Aug,2004
4249,19/08/2004 00:00,19/08/2004 23:59,4,Thursday,Thu,19,0,1,8,August,Aug,2004
4250,20/08/2004 00:00,20/08/2004 23:59,5,Friday,Fri,20,0,1,8,August,Aug,2004
4251,21/08/2004 00:00,21/08/2004 23:59,6,Saturday,Sat,21,1,0,8,August,Aug,2004
4252,22/08/2004 00:00,22/08/2004 23:59,0,Sunday,Sun,22,1,0,8,August,Aug,2004
4253,23/08/2004 00:00,23/08/2004 23:59,1,Monday,Mon,23,0,1,8,August,Aug,2004
4254,24/08/2004 00:00,24/08/2004 23:59,2,Tuesday,Tue,24,0,1,8,August,Aug,2004
4255,25/08/2004 00:00,25/08/2004 23:59,3,Wednesday,Wed,25,0,1,8,August,Aug,2004
4256,26/08/2004 00:00,26/08/2004 23:59,4,Thursday,Thu,26,0,1,8,August,Aug,2004
4257,27/08/2004 00:00,27/08/2004 23:59,5,Friday,Fri,27,0,1,8,August,Aug,2004
4258,28/08/2004 00:00,28/08/2004 23:59,6,Saturday,Sat,28,1,0,8,August,Aug,2004
4259,29/08/2004 00:00,29/08/2004 23:59,0,Sunday,Sun,29,1,0,8,August,Aug,2004
